objectid,wd17cd,ward_name,bng_e,bng_n,lng,lat,st_areashape,st_lengthshape
1234,E05001386,Town,410380,423884,-1.84421003,53.71128845,0.001207614,0.246162371
1235,E05001387,Warley,406143,426319,-1.90836,53.73323822,0.000963242,0.196034086
1236,E05001389,Ashbrow,415067,420098,-1.77338004,53.67713928,0.001539259,0.224185159
1237,E05001390,Batley East,425816,424374,-1.61030996,53.71516037,0.001073445,0.236217853
1238,E05001391,Batley West,423189,424505,-1.65011001,53.71646118,0.000591315,0.144478089
1239,E05001392,Birstall and Birkenshaw,422148,427419,-1.66567004,53.74269867,0.001672803,0.316295592
1240,E05001393,Cleckheaton,417859,426402,-1.73075998,53.73371887,0.001655073,0.258157306
1241,E05001396,Dalton,417283,418606,-1.73992002,53.66366959,0.001752229,0.235099266
1242,E05001397,Denby Dale,423285,410728,-1.64968002,53.59262848,0.005587584,0.452108608
1243,E05001398,Dewsbury East,425671,421753,-1.61273003,53.69160843,0.000876897,0.195904613
1244,E05001399,Dewsbury South,424615,418816,-1.62895,53.66526031,0.001907839,0.246304881
1245,E05001400,Dewsbury West,422798,421527,-1.65625,53.68970871,0.000718775,0.159099972
1246,E05001401,Golcar,410948,416398,-1.83587003,53.64398956,0.000835461,0.20301412
1247,E05001402,Greenhead,413603,417608,-1.79565001,53.65480042,0.000600706,0.143858939
1248,E05001403,Heckmondwike,421448,423333,-1.67657006,53.70600128,0.000732319,0.140120185
1249,E05001405,Holme Valley South,412038,406709,-1.81974995,53.55688095,0.008196584,0.556321277
1250,E05001407,Lindley,411094,418069,-1.83360004,53.65901184,0.000963876,0.213489915
1251,E05001408,Liversedge and Gomersal,419148,423774,-1.71138,53.71004868,0.00177488,0.25428461
1252,E05001409,Mirfield,420311,419729,-1.69403005,53.67364883,0.001840808,0.24821173
1253,E05001410,Newsome,414540,415066,-1.7816,53.6319313,0.001138342,0.196138257
1254,E05001411,Adel and Wharfedale,425941,442884,-1.60687006,53.88151932,0.003995497,0.431544138
1255,E05001412,Alwoodley,430236,441235,-1.54170001,53.86645889,0.00269066,0.286749281
1256,E05001413,Ardsley and Robin Hood,430149,425504,-1.54454994,53.72509003,0.002440834,0.349957902
1257,E05001414,Armley,425851,434141,-1.60897005,53.80294037,0.000827747,0.17900846
1258,E05001415,Beeston and Holbeck,428627,431017,-1.56710994,53.77471924,0.000994475,0.159195119
1259,E05001416,Bramley and Stanningley,423937,435698,-1.63791001,53.81703186,0.000875241,0.192078395
1260,E05001417,Burmantofts and Richmond Hill,432925,432963,-1.50169003,53.79196167,0.001184001,0.205832719
1261,E05001418,Calverley and Farsley,421287,435708,-1.67815995,53.81723022,0.001805269,0.258728539
1262,E05001419,Chapel Allerton,430322,436284,-1.54087996,53.82196045,0.000718818,0.14024102
1263,E05001420,City and Hunslet,431073,431792,-1.52991998,53.78155136,0.001689473,0.32142971
1264,E05001421,Cross Gates and Whinmoor,437033,435335,-1.43904996,53.81299973,0.001489562,0.241911219
1265,E05001422,Farnley and Wortley,425731,431998,-1.61097002,53.78369141,0.001694162,0.24298282
1266,E05001423,Garforth and Swillington,438744,430616,-1.41366005,53.77045822,0.003929218,0.420393559
1267,E05001424,Gipton and Harehills,432769,435127,-1.50382996,53.81142044,0.00054519,0.145082038
1268,E05001425,Guiseley and Rawdon,417439,441917,-1.73625004,53.87318039,0.002796544,0.423276585
1269,E05001426,Harewood,437461,441646,-1.43178999,53.86968994,0.014922209,0.873429916
1270,E05001427,Headingley,428174,435622,-1.57356,53.81613159,0.00028894,0.090546045
1271,E05001428,Horsforth,422279,438511,-1.66288996,53.84238052,0.001614804,0.231369707
1272,E05001429,Hyde Park and Woodhouse,429416,434944,-1.55476999,53.80997086,0.000433512,0.11610086
1273,E05001430,Killingbeck and Seacroft,434751,436018,-1.47362995,53.81930161,0.000890347,0.149763209
1274,E05001431,Kippax and Methley,443648,430141,-1.33932996,53.76580811,0.005727317,0.527698456
1275,E05001432,Kirkstall,426236,436181,-1.60294998,53.82125854,0.000730083,0.173330341
1276,E05001433,Middleton Park,430253,428710,-1.54266,53.75389099,0.001284338,0.172351463
1277,E05001434,Moortown,429551,438109,-1.55241001,53.83840942,0.000765008,0.157073248
1278,E05001435,Morley North,424774,428971,-1.62574005,53.75653076,0.001818671,0.272247106
1279,E05001436,Morley South,426157,426449,-1.60496998,53.73379135,0.001764927,0.240255163
1280,E05001437,Otley and Yeadon,421043,443236,-1.68134999,53.88489914,0.003223042,0.371694696
1281,E05001438,Pudsey,421524,433023,-1.67474997,53.79309082,0.001294091,0.251961255
1282,E05001439,Rothwell,435941,427894,-1.45650005,53.74620056,0.002737822,0.286141614
1283,E05001440,Roundhay,432759,437581,-1.50372005,53.83346939,0.001219672,0.152813354
1284,E05001441,Temple Newsam,435394,432710,-1.46423995,53.78952026,0.001672132,0.239667818
1285,E05001442,Weetwood,426587,438342,-1.59742999,53.8406601,0.000985013,0.204762051
1286,E05001443,Wetherby,442619,445145,-1.35285997,53.90074158,0.006280876,0.52997147
1287,E05001444,"Ackworth, North Elmsall and Upton",445150,415836,-1.31861997,53.63711929,0.006409272,0.561088022
1288,E05001445,Airedale and Ferry Fryston,445489,425697,-1.31204998,53.72571182,0.001059122,0.212070996
1289,E05001446,Altofts and Whitwood,439457,424315,-1.40364003,53.71377945,0.001790552,0.361379499
1290,E05001447,Castleford Central and Glasshoughton,443520,425109,-1.34197998,53.72060013,0.000950317,0.223413488
1291,E05001448,"Crofton, Ryhill and Walton",436257,415846,-1.45310998,53.63788986,0.004960683,0.431300742
1292,E05001449,Featherstone,441502,420498,-1.37317002,53.67932129,0.00292997,0.415581733
1293,E05001450,Hemsworth,442383,413980,-1.36072004,53.62067032,0.002927164,0.312311539
1294,E05001451,Horbury and South Ossett,429439,418898,-1.55594003,53.6657486,0.000889281,0.157550583
1295,E05001452,Knottingley,447883,424227,-1.27600002,53.71229172,0.001696541,0.263212086
1296,E05001453,Normanton,437402,421448,-1.43511999,53.68815994,0.00175247,0.292739935
1297,E05001454,Ossett,427532,420519,-1.58465004,53.68041992,0.001619151,0.23631735
1298,E05001455,Pontefract North,445513,422432,-1.31217003,53.69636917,0.001690293,0.229333086
1299,E05001456,Pontefract South,447134,419392,-1.28807998,53.66889954,0.002821319,0.276395328
1300,E05001457,South Elmsall and South Kirkby,445926,410825,-1.30762005,53.5920105,0.002066743,0.300610984
1301,E05001458,Stanley and Outwood East,434990,423976,-1.47135997,53.71104813,0.001849141,0.353860108
1302,E05001459,Wakefield East,434341,421003,-1.48152006,53.68436813,0.000729082,0.189593307
1303,E05001460,Wakefield North,432209,421206,-1.51378,53.68632889,0.000572706,0.153746509
1304,E05001461,Wakefield Rural,429639,414779,-1.55330002,53.62871933,0.005876272,0.518710782
1305,E05001462,Wakefield South,433402,417064,-1.49616003,53.64902878,0.001092308,0.200453134
1306,E05001463,Wakefield West,431857,419395,-1.51928997,53.67007828,0.000899066,0.172791833
1307,E05001464,Wrenthorpe and Outwood West,431280,423088,-1.52765,53.70330048,0.001473257,0.200315853
1308,E05001505,Brotton,469376,520169,-0.92839998,54.5719986,0.001359128,0.199228309
1309,E05001506,Coatham,459773,525016,-1.07593,54.6167717,0.0001505,0.084406419
1310,E05001507,Dormanstown,456527,523318,-1.12651002,54.60189056,0.004711898,0.630147335
1311,E05001508,Eston,457129,519468,-1.11793995,54.56723022,0.000634045,0.22678842
1312,E05001509,Grangetown,455100,520802,-1.14907002,54.57944107,0.000276105,0.093547154
1313,E05001510,Guisborough,459496,517856,-1.08167005,54.55247116,0.00456697,0.486465728
1314,E05001511,Hutton,457646,513907,-1.11104,54.51720047,0.002825289,0.322867877
1315,E05001512,Kirkleatham,459988,522883,-1.07304001,54.59757996,0.000216349,0.074960786
1316,E05001513,Lockwood,468657,515015,-0.94072002,54.52579117,0.004382595,0.354353612
1317,E05001514,Loftus,474221,515551,-0.85462999,54.52981949,0.005478743,0.426402493
1318,E05001515,Longbeck,462388,521996,-1.03608,54.58932114,0.001200532,0.231626009
1319,E05001516,Newcomen,460034,524216,-1.07204998,54.60955811,0.000128624,0.045677186
1320,E05001517,Normanby,454311,517283,-1.16191995,54.54790115,0.000367151,0.111782673
1321,E05001518,Ormesby,453175,516558,-1.17961001,54.54151154,0.000498541,0.112281446
1322,E05001519,St Germain's,464247,521502,-1.00742996,54.58464813,0.000515993,0.132855227
1323,E05001520,Saltburn,465865,520948,-0.98251998,54.57947159,0.000427838,0.158200096
1324,E05001521,Skelton,465935,518550,-0.98198003,54.55791092,0.001936112,0.264361514
1325,E05001522,South Bank,453808,519916,-1.16921997,54.57162094,0.000711425,0.142417158
1326,E05001523,Teesville,455471,519046,-1.14365995,54.56362152,0.000205125,0.095147689
1327,E05001524,West Dyke,461217,523436,-1.0539,54.60240936,0.000316435,0.090263766
1328,E05001525,Westworth,463273,514498,-1.02400005,54.52183914,0.002968146,0.346348463
1329,E05001526,Zetland,461574,524219,-1.04821002,54.6094017,0.000134116,0.065366538
1330,E05001527,Billingham Central,445916,524003,-1.29064,54.60911942,0.000219239,0.075573839
1331,E05001528,Billingham East,448446,524530,-1.25138998,54.61362076,0.001315959,0.231639707
1332,E05001529,Billingham North,446269,525395,-1.28496003,54.62158966,0.000254891,0.085687764
1333,E05001530,Billingham South,450829,523138,-1.21474004,54.60087967,0.003307707,0.504042915
1334,E05001531,Billingham West,444787,523931,-1.30813003,54.6085701,0.000354053,0.1063267
1335,E05001532,Bishopsgarth and Elm Tree,441016,520624,-1.36696994,54.57917023,0.000412205,0.142470145
1336,E05001533,Eaglescliffe,440243,513413,-1.37990999,54.51443863,0.003264307,0.397679326
1337,E05001534,Fairfield,441412,519623,-1.36099005,54.57014847,0.000184148,0.08153507
1338,E05001535,Grangefield,442641,518887,-1.34208,54.56343079,0.000266336,0.102016625
1339,E05001536,Hardwick and Salters Lane,441871,521300,-1.35364997,54.58517838,0.000284605,0.082736514
1340,E05001537,Hartburn,441159,518412,-1.36506999,54.55929184,0.000556743,0.152949984
1341,E05001538,Ingleby Barwick East,447257,513062,-1.27163994,54.51068115,0.001917838,0.316042896
1342,E05001539,Ingleby Barwick West,443975,513463,-1.32226002,54.51457977,0.000564302,0.139281097
1343,E05001540,Mandale and Victoria,445935,517809,-1.29131997,54.55345917,0.000650324,0.122261138
1344,E05001541,Newtown,443616,520378,-1.32678998,54.57675171,0.000256351,0.090403513
1345,E05001542,Northern Parishes,441261,525112,-1.36255002,54.61948013,0.003815272,0.364402894
1346,E05001543,Norton North,444445,521717,-1.31376004,54.58871078,0.000222235,0.068848323
1347,E05001544,Norton South,445212,520750,-1.30203998,54.57994843,0.000358402,0.129746637
1348,E05001545,Norton West,443539,522330,-1.32769001,54.59429169,0.000304101,0.096290902
1349,E05001546,Parkfield and Oxbridge,443808,517072,-1.32430995,54.54701996,0.000628782,0.165685344
1350,E05001547,Roseworth,442671,521775,-1.34119999,54.58937836,0.000230092,0.07357494
1351,E05001548,Stainsby Hill,446141,514956,-1.28857994,54.52780151,0.000418889,0.127639296
1352,E05001549,Stockton Town Centre,445245,519176,-1.30176997,54.56579971,0.000579001,0.146624813
1353,E05001550,Village,445084,516009,-1.30474997,54.53736115,0.000317861,0.131977139
1354,E05001551,Western Parishes,438703,518998,-1.40296996,54.56473923,0.005275477,0.527347638
1355,E05001552,Yarm,443195,510519,-1.33474004,54.4881897,0.002523729,0.321958869
1356,E05001577,Appleton,351845,386375,-2.72522998,53.37203979,0.000218949,0.072722972
1357,E05001578,Beechwood,353691,379915,-2.69654012,53.31414032,0.000181536,0.079719862
1358,E05001579,Birchfield,350493,387541,-2.74572992,53.38240051,0.000247081,0.075384279
1359,E05001580,Broadheath,349507,386285,-2.76034999,53.37100983,0.000159129,0.075885158
1360,E05001581,Halton Castle,353607,383166,-2.6982801,53.3433609,0.000617599,0.152679373
1361,E05001582,Daresbury,357279,382266,-2.6430099,53.33557892,0.002622276,0.370209332
1362,E05001583,Ditton,347694,384405,-2.7872901,53.35393906,0.000964966,0.185103897
1363,E05001584,Farnworth,351536,388457,-2.73019004,53.39072037,0.000655221,0.163087532
1364,E05001585,Grange,352402,381657,-2.71615005,53.32968903,0.000191505,0.077321043
1365,E05001586,Hale,346361,382362,-2.80696011,53.33544159,0.000781539,0.161637761
1366,E05001587,Halton Brook,352540,382323,-2.71417999,53.3356781,0.000192876,0.059845306
1367,E05001588,Halton Lea,353746,380957,-2.69586992,53.32350922,0.000285044,0.092502576
1368,E05001589,Halton View,353099,386326,-2.70637989,53.37171173,0.000450592,0.098527579
1369,E05001590,Heath,350973,380776,-2.73746991,53.32164001,0.000966929,0.184228585
1370,E05001591,Hough Green,348981,387048,-2.76837993,53.37781906,0.000181428,0.063660885
1371,E05001592,Kingsway,350744,386131,-2.74173999,53.36975098,0.000277056,0.080971485
1372,E05001593,Mersey,350698,382426,-2.7418499,53.33644104,0.000353602,0.117542826
1373,E05001594,Norton North,355278,381574,-2.67296004,53.3291893,0.000336361,0.127890438
1374,E05001595,Norton South,355110,380474,-2.67531991,53.31929016,0.000230079,0.082490758
1375,E05001596,Riverside,351105,384820,-2.73610997,53.35800171,0.000606766,0.144712731
1376,E05001597,Windmill Hill,355046,382532,-2.67657995,53.33778,0.000156271,0.05907894
1377,E05001620,Audley,369618,428253,-2.46219993,53.74975967,0.000216972,0.08103533
1378,E05001621,Bastwell,368630,429286,-2.47728992,53.75899124,0.000100948,0.049759072
1379,E05001622,Beardwood with Lammack,366509,429518,-2.50948,53.76094055,0.000648412,0.154452669
1380,E05001623,Corporation Park,367113,428717,-2.50023007,53.75378036,0.000160494,0.075094098
1381,E05001624,Earcroft,368063,423746,-2.48531008,53.70915985,0.000330825,0.088146358
1382,E05001625,East Rural,371260,423773,-2.43688011,53.70959091,0.00153964,0.207966434
1383,E05001626,Ewood,367629,426446,-2.4921701,53.73339844,0.000181895,0.117517038
1384,E05001627,Fernhurst,368098,425097,-2.48492002,53.72130966,0.000343851,0.100917227
1385,E05001628,Higher Croft,368977,425962,-2.47168994,53.72914124,0.000306515,0.101289229
1386,E05001629,Little Harwood,369611,429859,-2.46246004,53.7641983,0.000430695,0.103323606
1387,E05001630,Livesey with Pleasington,364879,426792,-2.53389001,53.73632813,0.001530429,0.210528687
1388,E05001631,Marsh House,370734,421065,-2.44459009,53.68521881,0.00052099,0.130992937
1389,E05001632,Meadowhead,366394,425624,-2.51079988,53.7259407,0.000226968,0.089125732
1390,E05001633,Mill Hill,366993,426847,-2.50184989,53.73696899,0.000179438,0.070951235
1391,E05001634,North Turton with Tockholes,373110,418912,-2.4084301,53.66600037,0.008568855,0.696112067
1392,E05001635,Queen's Park,370267,426184,-2.45215988,53.7312088,0.000513846,0.168090413
1393,E05001636,Roe Lee,368077,430535,-2.48580003,53.77017975,0.000344457,0.122339297
1394,E05001637,Shadsworth with Whitebirk,370516,427579,-2.44851995,53.74375916,0.000291445,0.090730657
1395,E05001638,Shear Brow,368283,428273,-2.48243999,53.74985886,0.000171914,0.067324407
1396,E05001639,Sudell,369608,422904,-2.46181989,53.70169067,0.00023839,0.079701927
1397,E05001640,Sunnyhurst,368234,421806,-2.4825201,53.69173813,0.00056702,0.124489203
1398,E05001641,Wensley Fold,367340,427843,-2.49670005,53.74594116,0.000193498,0.073584302
1399,E05001642,Whitehall,368954,419856,-2.47142005,53.67425919,0.00104278,0.155342405
1400,E05001643,Anchorsholme,332070,442071,-3.03456998,53.87039185,0.000182731,0.081540682
1401,E05001644,Bispham,331142,439612,-3.04813004,53.84817123,0.000211187,0.066496922
1402,E05001645,Bloomfield,330993,434863,-3.04933,53.80546951,0.000157636,0.059673792
1403,E05001646,Brunswick,331850,436573,-3.03669,53.82094955,0.000115273,0.055542042
1404,E05001647,Claremont,331163,437071,-3.04724002,53.82534027,0.000155351,0.064986697
1405,E05001648,Clifton,333706,434088,-3.00797009,53.79885864,0.000308575,0.104466846
1406,E05001649,Greenlands,332151,438662,-3.0325799,53.83977127,0.00028014,0.086407245
1407,E05001650,Hawes Side,332344,433979,-3.02862,53.79771042,0.000136376,0.07918586
1408,E05001651,Highfield,331913,432760,-3.03488994,53.7867012,0.000140053,0.058501706
1409,E05001652,Ingthorpe,332435,440187,-3.02859998,53.85351181,0.000265187,0.081182052
1410,E05001653,Layton,332388,437434,-3.02870989,53.82875824,0.000179345,0.062567282
1411,E05001654,Marton,333481,435093,-3.01160002,53.80786896,0.00058698,0.148587011
1412,E05001655,Norbreck,331918,441252,-3.03670001,53.86301041,0.000250732,0.080805782
1413,E05001656,Park,333487,436737,-3.01186991,53.82263947,0.000323207,0.128670982
1414,E05001657,Squires Gate,330934,432256,-3.04963994,53.78203964,0.000144587,0.054286559
1415,E05001658,Stanley,333237,432439,-3.01472998,53.78398132,0.000541249,0.128244839
1416,E05001659,Talbot,331171,436124,-3.04691005,53.81682968,0.00016058,0.068614529
1417,E05001660,Tyldesley,331881,435230,-3.03592992,53.8088913,0.000125031,0.063914578
1418,E05001661,Victoria,331622,434234,-3.03963995,53.79990005,0.000140061,0.061405212
1419,E05001662,Warbreck,331075,438228,-3.04884005,53.83572006,0.000154066,0.077846881
1420,E05001663,Waterloo,330968,433484,-3.04940009,53.79307938,0.000198942,0.076436764
1421,E05001664,Avenue,507808,429923,-0.36638999,53.75453949,0.000291125,0.086612002
1422,E05001665,Beverley,508803,432262,-0.35047999,53.77534866,0.000319566,0.124097649
1423,E05001666,Boothferry,505767,429034,-0.39763001,53.74697113,0.000306978,0.097696474
1424,E05001667,Bransholme East,511006,435068,-0.31606001,53.80009842,0.00058206,0.11377196
1425,E05001668,Bransholme West,510464,433784,-0.32473999,53.78868103,0.000253095,0.085784197
1426,E05001669,Bricknell,506789,430619,-0.38159001,53.76100922,0.000376337,0.091467007
1427,E05001670,Derringham,505179,430323,-0.40610999,53.75867081,0.000278809,0.081032917
1428,E05001671,Drypool,510801,429728,-0.32108,53.75217056,0.00054801,0.120294703
1429,E05001672,Holderness,511332,431683,-0.31233001,53.76961899,0.000608047,0.140826059
1430,E05001673,Ings,513038,432474,-0.28617001,53.77635956,0.000473097,0.102487894
1431,E05001674,Kings Park,508975,434519,-0.34707999,53.79558945,0.000619361,0.139847823
1432,E05001675,Longhill,514421,432411,-0.26521999,53.77548981,0.000337116,0.1059688
1433,E05001676,Marfleet,514411,429729,-0.26636001,53.75139999,0.001167418,0.20547894
1434,E05001677,Myton,509039,428924,-0.34808001,53.74531174,0.00063479,0.129144297
1435,E05001678,Newington,506984,428795,-0.37926999,53.74457932,0.00031945,0.098304313
1436,E05001679,Newland,509014,430852,-0.34777999,53.76264191,0.000273782,0.095548627
1437,E05001680,Orchard Park and Greenwood,507136,433186,-0.37544,53.7840004,0.000328484,0.10349548
1438,E05001681,Pickering,505475,427152,-0.40270001,53.73012161,0.000529389,0.109474526
1439,E05001682,St Andrew's,507748,427498,-0.36814001,53.73276901,0.000384473,0.106743919
1440,E05001683,Southcoates East,513143,430528,-0.28529,53.7588501,0.000266723,0.07174435
1441,E05001684,Southcoates West,512083,430210,-0.30148,53.75622177,0.000122523,0.047747546
1442,E05001685,Sutton,511900,433343,-0.30311999,53.78440857,0.000383158,0.15225298
1443,E05001686,University,507374,432237,-0.37215999,53.77542114,0.000335084,0.092980174
1444,E05001687,Beverley Rural,497676,442696,-0.51595002,53.87129974,0.029586196,1.544781762
1445,E05001688,Bridlington Central and Old Town,515801,470111,-0.23001,54.11386108,0.00684981,0.554108421
1446,E05001689,Bridlington North,523055,470106,-0.11911,54.11212921,0.002992532,0.412424499
1447,E05001690,Bridlington South,516566,466204,-0.21981999,54.07859039,0.001133567,0.192534315
1448,E05001691,Cottingham North,504715,434041,-0.41187999,53.79217148,0.001355232,0.265013419
1449,E05001692,Cottingham South,504330,432137,-0.41837001,53.77513885,0.000663571,0.175854027
1450,E05001693,Dale,495978,431031,-0.54540002,53.76681137,0.012245975,0.836035035
1451,E05001694,Driffield and Rural,496495,458595,-0.52889001,54.01436996,0.019152539,0.94558525
1452,E05001695,East Wolds and Coastal,508004,461490,-0.35229999,54.0381012,0.052420401,1.630154367
1453,E05001696,Goole North,475188,425184,-0.86214,53.71768188,0.000626603,0.141900465
1454,E05001697,Goole South,473868,423532,-0.88252997,53.70301819,0.000757314,0.273578405
1455,E05001698,Hessle,502860,426490,-0.44253999,53.72470093,0.000779169,0.140774882
1456,E05001699,Howden,470085,428595,-0.93867999,53.7490387,0.002977587,0.374619715
1457,E05001700,Howdenshire,480973,432100,-0.77270001,53.77896118,0.035725599,1.357240563
1458,E05001701,Mid Holderness,519558,436299,-0.18581,53.80926132,0.029794226,1.107771704
1459,E05001702,Minster and Woodmansey,505141,438406,-0.40393001,53.83129883,0.00285855,0.31818916
1460,E05001703,North Holderness,517267,447286,-0.21639,53.90848923,0.009044079,0.57680261
1461,E05001704,Pocklington Provincial,473330,450437,-0.88428003,53.94487,0.008964549,0.723704128
1462,E05001705,St Mary's,502373,440156,-0.44538999,53.84757996,0.001394059,0.218114391
1463,E05001706,"Snaith, Airmyn, Rawcliffe and Marshland",474773,419814,-0.86971998,53.66947937,0.017655116,1.358888162
1464,E05001707,South East Holderness,530169,422695,-0.03048,53.68452072,0.025865229,1.119500023
1465,E05001708,South Hunsley,498402,427551,-0.50974,53.73508835,0.003789695,0.300874115
1466,E05001709,South West Holderness,520084,425811,-0.18189999,53.71492004,0.007360755,0.617902538
1467,E05001710,Tranby,503460,428424,-0.43279999,53.74195099,0.000699903,0.176524513
1468,E05001711,Willerby and Kirk Ella,502262,429733,-0.45052999,53.75394821,0.001421988,0.207955977
1469,E05001712,Wolds Weighton,482441,450040,-0.74561,53.93992996,0.052773113,1.985826216
1470,E05001713,Croft Baker,530075,408174,-0.03796,53.55410004,0.000290378,0.082632793
1471,E05001714,East Marsh,528183,410098,-0.06572,53.57184982,0.000365003,0.087810252
1472,E05001715,Freshney,524465,410290,-0.12175,53.57447052,0.000668608,0.157533518
1473,E05001716,Haverstoe,530832,407144,-0.02697,53.54465866,0.000646657,0.133689578
1474,E05001717,Heneage,528487,407940,-0.06201,53.55239105,0.000501764,0.130082257
1475,E05001718,Humberston and New Waltham,530301,405692,-0.03559,53.53174973,0.002012183,0.285303564
1476,E05001719,Immingham,518808,413302,-0.206,53.60284042,0.005646186,0.425201201
1477,E05001720,Park,526676,407817,-0.08938,53.55173111,0.000547317,0.135726535
1478,E05001721,Scartho,526403,405759,-0.09433,53.53329849,0.000443956,0.128706498
1479,E05001722,Sidney Sussex,529404,409687,-0.04746,53.56785965,0.000260597,0.08092275
1480,E05001723,South,525316,407867,-0.10988,53.55250168,0.00038867,0.104577303
1481,E05001724,Waltham,525609,401767,-0.1079,53.49763107,0.002359337,0.26091265
1482,E05001725,West Marsh,526292,410274,-0.09419,53.57389069,0.000495973,0.118172057
1483,E05001726,Wolds,522769,402989,-0.15020999,53.50928116,0.010991047,0.722443773
1484,E05001727,Yarborough,524601,408677,-0.12034,53.55995178,0.000396299,0.114066999
1485,E05001728,Ashby,490777,408354,-0.63089001,53.56396866,0.00042037,0.135320205
1486,E05001729,Axholme Central,477601,406576,-0.83021998,53.55010986,0.008210963,0.47658886
1487,E05001730,Axholme North,479880,414908,-0.79369998,53.62464142,0.012667038,0.643173902
1488,E05001731,Axholme South,476948,402185,-0.84114999,53.51073837,0.010727616,0.711828306
1489,E05001732,Barton,502657,420258,-0.44768,53.66873932,0.003485955,0.25497396
1490,E05001733,Bottesford,487854,406979,-0.67540002,53.55212021,0.000975782,0.174718093
1491,E05001734,Brigg and Wolds,501409,414329,-0.46849,53.61571884,0.013242784,0.662168557
1492,E05001735,Broughton and Appleby,494999,412527,-0.56590003,53.6007309,0.009244091,0.523727627
1493,E05001736,Brumby,488029,408406,-0.67236,53.56491089,0.000471635,0.122946883
1494,E05001737,Burringham and Gunness,485192,409601,-0.71485001,53.57611847,0.002234314,0.245595223
1495,E05001738,Burton upon Stather and Winterton,491698,418281,-0.61408001,53.65301895,0.011201944,0.729163263
1496,E05001739,Crosby and Park,488865,412975,-0.65843999,53.60583115,0.001096879,0.162327084
1497,E05001740,Ferry,510786,417275,-0.32576001,53.64028931,0.019149618,0.706872825
1498,E05001741,Frodingham,491116,410157,-0.62524998,53.58012009,0.001391239,0.194902887
1499,E05001742,Kingsway with Lincoln Gardens,488899,409638,-0.65888,53.57582855,0.000495935,0.125361313
1500,E05001743,Ridge,494629,402096,-0.57463998,53.507061,0.019174459,0.97181224
1501,E05001744,Town,491032,412202,-0.62593001,53.59851074,0.000702827,0.185704376
1502,E05001767,Abbey,433861,335231,-1.49790001,52.91345978,0.000347816,0.095949993
1503,E05001768,Allestree,434108,339558,-1.49377,52.95233917,0.000866498,0.176325792
1504,E05001769,Alvaston,438006,334096,-1.43640006,52.9029808,0.000938893,0.1729922
1505,E05001770,Arboretum,435300,335504,-1.47646999,52.91582108,0.000455826,0.102913014
1506,E05001771,Blagreaves,433331,332950,-1.50601006,52.89299011,0.000448342,0.1186781
1507,E05001772,Boulton,438119,332388,-1.43491995,52.88761902,0.000427486,0.109052638
1508,E05001773,Chaddesden,438276,336640,-1.43208003,52.92583084,0.00052043,0.107607137
1509,E05001774,Chellaston,437387,330775,-1.44597995,52.87316895,0.000679957,0.146848749
1510,E05001775,Darley,434822,337883,-1.48333001,52.93722916,0.000689145,0.12640911
1511,E05001776,Derwent,436864,337240,-1.45301998,52.93132019,0.000686209,0.124807469
1512,E05001777,Littleover,432150,333828,-1.52348006,52.90095139,0.000731818,0.163246937
1513,E05001778,Mackworth,432667,336691,-1.51550996,52.926651,0.000382488,0.11463721
1514,E05001779,Mickleover,431322,335072,-1.53567004,52.91218185,0.000587315,0.1163659
1515,E05001780,Normanton,434915,333757,-1.48238003,52.90013885,0.000302989,0.090660435
1516,E05001781,Oakwood,438255,338598,-1.43217003,52.94343185,0.000381906,0.111401759
1517,E05001782,Sinfin,435253,331817,-1.47757006,52.88267899,0.000917845,0.150190551
1518,E05001783,Spondon,439642,335670,-1.41188002,52.91701126,0.001065448,0.167467196
1519,E05001806,Braunston and Belton,484186,303490,-0.75779998,52.62266922,0.006088896,0.507640388
1520,E05001807,Cottesmore,488405,315468,-0.69229001,52.72964859,0.003568041,0.390412977
1521,E05001808,Exton,490346,309128,-0.66529,52.67235184,0.007702336,0.649916782
1522,E05001809,Greetham,495210,315371,-0.59157997,52.72763062,0.005701581,0.484059156
1523,E05001810,Ketton,496846,303140,-0.57094997,52.6174202,0.004177791,0.569130201
1524,E05001811,Langham,484328,311157,-0.75375003,52.69155884,0.001571633,0.220336552
1525,E05001812,Lyddington,488123,297249,-0.70131999,52.56595993,0.004683269,0.466577314
1526,E05001813,Martinsthorpe,489243,303671,-0.68307,52.62348938,0.003187358,0.443801525
1527,E05001814,Normanton,493881,305463,-0.61407,52.6388092,0.005867814,0.546479394
1528,E05001815,Oakham North East,486226,309432,-0.72613001,52.67575836,0.000171037,0.062326577
1529,E05001816,Oakham North West,484022,309061,-0.75880998,52.67277145,0.001028933,0.18907971
1530,E05001817,Oakham South East,486685,308600,-0.71956003,52.66820908,0.000232463,0.081645104
1531,E05001818,Oakham South West,485636,307611,-0.73531997,52.65948105,0.000310538,0.093833929
1532,E05001819,Ryhall and Casterton,501486,310897,-0.50006002,52.6862793,0.004829385,0.426253348
1533,E05001820,Uppingham,486014,299171,-0.73193002,52.58356857,0.001032187,0.190122596
1534,E05001821,Whissendine,482364,314599,-0.78193998,52.72280121,0.002169365,0.269042733
1535,E05001822,Arboretum,456415,340819,-1.16156995,52.96179962,0.000234909,0.078788075
1536,E05001823,Aspley,453198,342725,-1.20913994,52.97925186,0.000377386,0.099407842
1537,E05001824,Basford,455041,343290,-1.18159997,52.98414993,0.000506047,0.121813962
